1;1;1;1303
1;1;2;32109
1;1;3;880
1;1;4;24389
1;1;5;31323
1;1;6;8188
1;1;7;17665
1;1;8;16093
1;1;9;24047
1;1;10;21094
1;1;11;2741
1;1;12;812
1;1;13;7009
1;1;14;33996
1;1;15;956
1;1;16;23890
1;1;17;7646
1;1;18;29087
1;1;19;34486
1;1;20;8233
1;1;21;7137
1;1;22;7979
1;1;23;1278
1;1;24;26706
1;1;25;24295
1;1;26;2939
1;1;27;1273
1;1;28;34366
1;1;29;851
1;1;30;933
1;1;31;1211
1;1;32;1506
1;1;33;4618
1;1;34;31156
1;1;35;29885
1;1;36;26190
1;1;37;26401
1;1;38;2516
1;1;39;5036
1;1;40;1268
1;1;41;29893
1;1;42;22147
1;1;43;1269
1;1;44;8331
1;1;45;21300
1;1;46;25465
1;1;47;16326
1;1;48;31136
1;1;49;25082
1;1;50;1957
1;1;51;256
1;1;52;29246
1;1;53;205
1;1;54;21297
1;1;55;2094
1;1;56;22771
1;1;57;29839
1;1;58;30383
1;1;59;18009
1;1;60;18006
1;1;61;24358
1;1;62;32864
1;1;63;1255
1;1;64;1066
1;1;65;1254
1;1;66;32973
1;1;67;3134
1;1;68;1334
1;1;69;891
1;1;70;785
1;1;71;1264
1;1;72;24046
1;1;73;24044
1;1;74;34050
1;1;75;17541
1;1;76;5791
1;1;77;2728
1;1;78;6139
1;1;79;4358
1;1;80;23702
1;1;81;853
1;1;82;20255
1;1;83;6360
1;1;84;33162
1;1;85;8497
1;1;86;3348
1;1;87;29342
1;1;88;34814
1;1;89;4201
1;1;90;936
1;1;91;22751
1;1;92;31183
1;1;93;4234
1;1;94;0
1;1;95;4524
1;1;96;31469
1;1;97;25920
1;1;98;5682
1;1;99;26046
1;1;100;33947
1;1;101;1517
1;1;102;2740
1;1;103;25262
1;1;104;4354
1;1;105;622
1;1;106;6248
1;1;107;7237
1;1;108;6955
1;1;109;768
1;1;110;584
1;1;111;23110
1;1;112;7714
1;1;113;6478
1;1;114;571
1;1;115;574
1;1;116;1000
1;1;117;550
1;1;118;572
1;1;119;32300
1;1;120;1583
1;1;121;15674
1;1;122;23155
1;1;123;7316
1;1;124;8201
1;1;125;7477
1;1;126;34646
1;1;127;34650
1;1;128;23726
1;1;129;1067
1;1;130;1017
1;1;131;624
1;1;132;22825
1;1;133;24180
1;1;134;8202
1;1;135;2191
1;1;136;2188
1;1;137;0
2;1;1;2688
2;1;2;3223
2;1;3;7772
2;1;4;361
2;1;5;33236
2;1;6;33666
2;1;7;23728
2;1;8;34762
2;1;9;6168
2;1;10;3140
2;1;11;31267
2;1;12;21967
2;1;13;4746
2;1;14;4767
2;1;15;4950
2;1;16;5063
2;1;17;19836
2;1;18;603
2;1;19;32809
2;1;20;28082
2;1;21;5131
2;1;22;4852
2;1;23;31661
2;1;24;5542
2;1;25;31663
2;1;26;31658
2;1;27;32823
2;1;28;4907
2;1;29;4851
2;1;30;20512
2;1;31;2680
2;1;32;4974
2;1;33;18872
2;1;34;4235
2;1;35;2100
2;1;36;1585
2;1;37;7309
2;1;38;4815
2;1;39;1774
2;1;40;30872
2;1;41;27189
2;1;42;907
2;1;43;908
2;1;44;32538
2;1;45;7373
2;1;46;7355
2;1;47;16960
2;1;48;7372
2;1;49;7359
2;1;50;7365
2;1;51;7370
2;1;52;26248
2;1;53;887
2;1;54;909
2;1;55;6129
2;1;56;21179
2;1;57;969
2;1;58;7357
2;1;59;7371
2;1;60;24306
2;1;61;32560
2;1;62;875
2;1;63;4986
2;1;64;31020
2;1;65;7774
2;1;66;358
2;1;67;33346
2;1;68;0
2;1;69;25188
2;1;70;24021
2;1;71;6587
2;1;72;8418
2;1;73;4800
2;1;74;6315
2;1;75;2184
2;1;76;2682
2;1;77;3292
2;1;78;4935
2;1;79;4910
2;1;80;2949
2;1;81;4987
2;1;82;6286
2;1;83;4750
2;1;84;5189
2;1;85;5092
2;1;86;5362
2;1;87;1728
2;1;88;4958
2;1;89;34910
2;1;90;26079
2;1;91;5010
2;1;92;18
2;1;93;4844
2;1;94;5097
2;1;95;8244
2;1;96;4740
2;1;97;5055
2;1;98;28289
2;1;99;6809
2;1;100;34739
2;1;101;31279
2;1;102;4884
2;1;103;2539
2;1;104;6217
2;1;105;31898
2;1;106;6925
2;1;107;32702
2;1;108;7211
2;1;109;5888
2;1;110;7953
2;1;111;4969
2;1;112;28819
2;1;113;24120
2;1;114;3003
2;1;115;8141
2;1;116;5012
2;1;117;20010
2;1;118;17262
2;1;119;25860
2;1;120;30875
2;1;121;5093
2;1;122;1995
2;1;123;1888
2;1;124;30710
2;1;125;29895
2;1;126;2314
2;1;127;25195
2;1;128;21701
2;1;129;3046
2;1;130;21276
2;1;131;21807
2;1;132;20621
2;1;133;33425
2;1;134;31023
2;1;135;5221
2;1;136;576
2;1;137;30968
2;1;138;32778
2;1;139;20793
2;1;140;4904
2;1;141;5788
2;1;142;30229
2;1;143;4911
2;1;144;32102
2;1;145;32606
2;1;146;2621
2;1;147;6249
2;1;148;5049
2;1;149;4896
2;1;150;1895
2;1;151;7300
2;1;152;1760
2;1;153;2698
2;1;154;4797
2;1;155;26054
2;1;156;1727
2;1;157;1755
2;1;158;1745
2;1;159;31679
2;1;160;1771
2;1;161;15940
2;1;162;5339
2;1;163;4798
2;1;164;34679
2;1;165;1732
2;1;166;5017
2;1;167;4978
2;1;168;4763
2;1;169;1758
2;1;170;5407
2;1;171;4988
2;1;172;5929
2;1;173;5128
2;1;174;4992
2;1;175;3205
2;1;176;31461
2;1;177;0
1;2;1;4801
1;2;2;6395
1;2;3;15487
1;2;4;1601
1;2;5;8319
1;2;6;5190
1;2;7;4857
1;2;8;5105
1;2;9;4824
1;2;10;29035
1;2;11;5170
1;2;12;5140
1;2;13;30528
1;2;14;4955
1;2;15;5175
1;2;16;5176
1;2;17;5239
1;2;18;4945
1;2;19;4957
1;2;20;4772
1;2;21;29250
1;2;22;8412
1;2;23;5058
1;2;24;28125
1;2;25;5832
1;2;26;19087
1;2;27;2334
1;2;28;5983
1;2;29;5107
1;2;30;5571
1;2;31;4608
1;2;32;5152
1;2;33;5144
1;2;34;5109
1;2;35;5061
1;2;36;19155
1;2;37;6359
1;2;38;4991
1;2;39;19377
1;2;40;5116
1;2;41;6147
1;2;42;17907
1;2;43;1959
1;2;44;7480
1;2;45;5039
1;2;46;34121
1;2;47;32559
1;2;48;4783
1;2;49;1739
1;2;50;7541
1;2;51;6603
1;2;52;4766
1;2;53;26064
1;2;54;6136
1;2;55;16697
1;2;56;5178
1;2;57;5861
1;2;58;24125
1;2;59;34841
1;2;60;1876
1;2;61;5142
1;2;62;6144
1;2;63;5082
1;2;64;31913
1;2;65;5564
1;2;66;1875
1;2;67;6272
1;2;68;30238
1;2;69;4816
1;2;70;4895
1;2;71;338
1;2;72;16607
1;2;73;4755
1;2;74;8327
1;2;75;1826
1;2;76;5550
1;2;77;1751
1;2;78;8414
1;2;79;5011
1;2;80;25100
1;2;81;5146
1;2;82;2697
1;2;83;898
1;2;84;5127
1;2;85;5050
1;2;86;5052
1;2;87;4903
1;2;88;31548
1;2;89;32285
1;2;90;15825
1;2;91;5351
1;2;92;4970
1;2;93;19697
1;2;94;7308
1;2;95;25678
1;2;96;34219
1;2;97;4752
1;2;98;4838
1;2;99;4796
1;2;100;1805
1;2;101;2306
1;2;102;2707
1;2;103;2757
1;2;104;15142
1;2;105;5555
1;2;106;1764
1;2;107;7740
1;2;108;32601
1;2;109;22342
1;2;110;17095
1;2;111;1772
1;2;112;6865
1;2;113;1824
1;2;114;15426
1;2;115;29921
1;2;116;0
2;2;1;5226
2;2;2;29175
2;2;3;29647
2;2;4;7610
2;2;5;26243
2;2;6;18835
2;2;7;14930
2;2;8;26414
2;2;9;27465
2;2;10;25908
2;2;11;30157
2;2;12;34544
2;2;13;1518
2;2;14;4319
2;2;15;8971
2;2;16;29975
2;2;17;33002
2;2;18;3330
2;2;19;2241
2;2;20;1638
2;2;21;2483
2;2;22;868
2;2;23;22253
2;2;24;1336
2;2;25;5792
2;2;26;16673
2;2;27;1084
2;2;28;4779
2;2;29;1247
2;2;30;15945
2;2;31;24705
2;2;32;1246
2;2;33;18887
2;2;34;23106
2;2;35;6260
